Element,FIP
19982,2.96E-05
19983,3.33E-05
19984,2.76E-05
19985,2.48E-05
19986,-2.02E-05
19987,-2.69E-05
19988,-1.85E-05
19989,-1.87E-05
19990,2.13E-05
19991,3.94E-05
19992,5.71E-05
19993,3.08E-05
19994,2.90E-05
19995,-2.74E-05
19996,-5.02E-05
19997,-3.52E-05
19998,3.15E-06
19999,3.28E-05
20000,6.35E-05
20001,-3.97E-05
20002,-4.58E-05
20003,-5.06E-05
20004,-4.27E-05
20005,-4.63E-05
20006,6.00E-05
20007,4.20E-05
20008,3.49E-05
20009,5.30E-05
20010,4.02E-05
20011,2.89E-05
20012,3.09E-05
20013,-3.61E-05
20014,-2.57E-05
20015,1.20E-05
20016,1.47E-05
20017,2.33E-05
20018,1.67E-05
20019,2.14E-05
20020,1.94E-05
20021,3.87E-05
20022,-6.14E-05
20023,-3.87E-05
20024,2.72E-05
20025,-4.15E-05
20026,-5.59E-05
20027,-2.92E-05
20028,1.31E-05
20029,3.40E-05
20030,4.65E-05
20031,5.86E-05
20032,5.63E-05
20033,-4.36E-05
20034,-3.69E-05
20035,-4.02E-05
20036,-5.51E-05
20037,-3.71E-05
20038,5.37E-05
20039,-4.98E-05
20040,-4.25E-05
20041,-2.94E-05
20042,5.30E-05
20043,5.46E-05
20044,4.04E-05
20045,8.53E-06
20046,6.93E-06
20047,1.87E-05
20048,2.32E-05
20049,2.36E-05
20050,1.96E-05
20051,4.04E-05
20052,4.78E-05
20053,5.44E-05
20054,4.96E-05
20055,5.51E-05
20056,6.05E-05
20057,4.98E-05
20058,-2.65E-05
20059,2.61E-05
20060,2.93E-05
20061,4.38E-05
20062,6.31E-05
20063,5.37E-05
20064,-4.74E-05
20065,-4.90E-05
20066,-5.09E-05
20067,-2.44E-05
20068,1.96E-05
20069,-3.76E-05
20070,4.71E-05
20071,-4.13E-05
20072,6.29E-05
20073,5.26E-05
20074,4.72E-05
20075,1.15E-05
20076,7.96E-06
20077,2.33E-05
20078,2.81E-05
20079,2.56E-05
20080,2.10E-05
20081,2.88E-05
20082,3.07E-05
20083,3.49E-05
20084,4.81E-05
20085,4.81E-05
20086,5.64E-05
20087,5.92E-05
20088,4.16E-05
20089,3.21E-05
20090,2.01E-05
20091,4.08E-05
20092,-6.14E-05
20093,5.51E-05
20094,4.55E-05
20095,-3.41E-05
20096,-2.93E-05
20097,-2.90E-05
20098,4.67E-05
20099,3.67E-05
20100,4.19E-05
20101,-5.76E-05
20102,6.41E-05
20103,4.73E-05
20104,4.20E-05
20105,2.70E-05
20106,1.24E-05
20107,2.65E-05
20108,2.87E-05
20109,1.60E-05
20110,2.42E-05
20111,1.80E-05
20112,1.53E-05
20113,3.32E-05
20114,3.88E-05
20115,4.45E-05
20116,6.16E-05
20117,5.64E-05
20118,5.06E-05
20119,3.40E-05
20120,3.21E-05
20121,-4.78E-05
20122,-5.83E-05
20123,-5.79E-05
20124,-4.03E-05
20125,-2.85E-05
20126,2.22E-05
20127,-3.61E-05
20128,-4.61E-05
20129,5.05E-05
20130,-4.55E-05
20131,-5.45E-05
20132,5.82E-05
20133,4.92E-05
20134,4.11E-05
20135,3.88E-05
20136,1.53E-05
20137,2.88E-05
20138,3.35E-05
20139,1.08E-05
20140,2.23E-05
20141,1.27E-05
20142,9.11E-06
20143,4.01E-05
20144,2.74E-05
20145,4.63E-05
20146,6.91E-05
20147,5.67E-05
20148,4.94E-05
20149,3.90E-05
20150,3.71E-05
20151,4.35E-05
20152,-5.32E-05
20153,-7.40E-05
20154,-4.85E-05
20155,-2.76E-05
20156,-2.21E-05
20157,2.35E-05
20158,-3.76E-05
20159,-5.06E-05
20160,-5.40E-05
20161,3.93E-05
20162,4.68E-05
20163,5.40E-05
20164,4.80E-05
20165,3.68E-05
20166,2.72E-05
20167,2.43E-05
20168,2.61E-05
20169,2.49E-05
20170,1.37E-05
20171,1.20E-05
20172,9.22E-06
20173,1.26E-05
20174,1.38E-05
20175,5.19E-05
20176,7.75E-05
20177,4.88E-05
20178,4.25E-05
20179,4.59E-05
20180,3.91E-05
20181,3.06E-05
20182,2.64E-05
20183,4.46E-05
20184,-5.62E-05
20185,-3.50E-05
20186,-2.55E-05
20187,1.67E-05
20188,4.61E-05
20189,3.76E-05
20190,4.69E-05
20191,4.91E-05
20192,3.45E-05
20193,5.99E-05
20194,5.03E-05
20195,3.43E-05
20196,5.28E-05
20197,3.13E-05
20198,3.23E-05
20199,4.86E-05
20200,1.80E-05
20201,1.00E-05
20202,8.94E-06
20203,1.92E-06
20204,3.35E-06
20205,4.48E-05
20206,7.30E-05
20207,4.97E-05
20208,3.92E-05
20209,4.50E-05
20210,3.23E-05
20211,2.56E-05
20212,7.93E-06
20213,4.07E-05
20214,5.77E-05
20215,-0.009979516
20216,3.63E-05
20217,2.71E-05
20218,4.41E-05
20219,-4.13E-05
20220,5.91E-05
20221,5.07E-05
20222,3.56E-05
20223,5.90E-05
20224,5.27E-05
20225,4.08E-05
20226,5.70E-05
20227,3.66E-05
20228,3.79E-05
20229,4.86E-05
20230,2.13E-05
20231,1.63E-05
20232,4.82E-06
20233,3.49E-07
20234,2.87E-06
20235,3.79E-05
20236,7.31E-05
20237,5.99E-05
20238,4.72E-05
20239,3.84E-05
20240,2.26E-05
20241,3.81E-06
20242,1.02E-06
20243,1.87E-06
20244,3.69E-05
20245,6.87E-05
20246,5.74E-05
20247,3.50E-05
20248,3.78E-05
20249,5.30E-05
20250,-5.74E-05
20251,-3.63E-05
20252,-3.20E-05
20253,5.03E-05
20254,5.23E-05
20255,4.42E-05
20256,5.41E-05
20257,4.62E-05
20258,4.07E-05
20259,5.26E-05
20260,3.00E-05
20261,1.77E-05
20262,3.45E-06
20263,1.71E-07
20264,5.38E-06
20265,3.25E-05
20266,-8.08E-05
20267,-8.04E-05
20268,4.91E-05
20269,3.37E-05
20270,1.74E-05
20271,1.78E-06
20272,8.15E-07
20273,4.38E-06
20274,3.52E-05
20275,5.18E-05
20276,6.04E-05
20277,5.28E-05
20278,-3.24E-05
20279,-5.57E-05
20280,-5.23E-05
20281,-3.66E-05
20282,-3.40E-05
20283,4.10E-05
20284,3.34E-05
20285,3.14E-05
20286,5.49E-05
20287,5.07E-05
20288,4.34E-05
20289,4.72E-05
20290,4.18E-05
20291,2.12E-05
20292,2.04E-06
20293,6.21E-07
20294,4.54E-06
20295,4.92E-05
20296,-7.76E-05
20297,-7.89E-05
20298,-5.25E-05
20299,-3.04E-05
20300,-1.03E-05
20301,7.02E-06
20302,2.00E-06
20303,1.24E-05
20304,4.52E-05
20305,-0.007730016
20306,4.33E-05
20307,4.62E-05
20308,4.56E-05
20309,-5.01E-05
20310,-5.21E-05
20311,-4.47E-05
20312,-3.91E-05
20313,4.46E-05
20314,2.60E-05
20315,3.11E-05
20316,4.71E-05
20317,3.25E-05
20318,2.88E-05
20319,3.32E-05
20320,3.96E-05
20321,1.75E-05
20322,7.72E-05
20323,-0.000156145
20324,2.38E-06
20325,-4.81E-05
20326,7.23E-05
20327,5.89E-05
20328,-5.85E-05
20329,-2.84E-05
20330,6.44E-06
20331,9.49E-06
20332,5.28E-06
20333,3.76E-05
20334,4.62E-05
20335,5.20E-05
20336,4.12E-05
20337,4.28E-05
20338,5.32E-05
20339,-4.54E-05
20340,-5.38E-05
20341,-4.53E-05
20342,-3.99E-05
20343,3.67E-05
20344,2.68E-05
20345,3.05E-05
20346,4.47E-05
20347,2.12E-05
20348,2.47E-05
20349,4.03E-05
20350,0.005000562
20351,-4.01E-06
20352,2.17E-06
20353,1.27E-05
20354,2.38E-05
20355,6.80E-05
20356,8.34E-05
20357,5.62E-05
20358,4.87E-05
20359,-2.61E-05
20360,6.69E-06
20361,7.66E-06
20362,6.20E-06
20363,3.42E-05
20364,4.02E-05
20365,3.81E-05
20366,4.31E-05
20367,4.85E-05
20368,3.48E-05
20369,-4.90E-05
20370,-6.89E-05
20371,-4.47E-05
20372,-4.14E-05
20373,4.43E-05
20374,3.45E-05
20375,2.93E-05
20376,2.71E-05
20377,2.43E-05
20378,2.34E-05
20379,3.87E-05
20380,2.87E-05
20381,4.62E-06
20382,-1.14E-05
20383,-1.17E-05
20384,-4.02E-05
20385,6.00E-05
20386,7.80E-05
20387,8.65E-05
20388,3.67E-05
20389,-2.47E-05
20390,2.25E-05
20391,1.06E-05
20392,1.39E-05
20393,3.35E-05
20394,4.19E-05
20395,3.52E-05
20396,4.76E-05
20397,5.18E-05
20398,2.25E-05
20399,4.45E-05
20400,-7.67E-05
20401,4.49E-05
20402,4.12E-05
20403,6.10E-05
20404,2.89E-05
20405,1.59E-05
20406,-1.72E-05
20407,2.22E-05
20408,2.41E-05
20409,2.92E-05
20410,2.40E-05
20411,2.81E-05
20412,2.60E-05
20413,-3.05E-05
20414,4.52E-05
20415,6.99E-05
20416,7.66E-05
20417,9.63E-05
20418,4.73E-05
20419,1.48E-05
20420,3.38E-05
20421,2.58E-05
20422,2.59E-05
20423,3.48E-05
20424,3.86E-05
20425,3.37E-05
20426,4.59E-05
20427,-5.23E-05
20428,-3.84E-05
20429,-6.39E-05
20430,7.83E-05
20431,3.68E-05
20432,4.11E-05
20433,5.10E-05
20434,2.21E-05
20435,1.55E-05
20436,-2.04E-05
20437,5.70E-06
20438,2.19E-05
20439,1.83E-05
20440,2.00E-05
20441,2.42E-05
20442,1.55E-05
20443,2.74E-05
20444,5.03E-05
20445,5.37E-05
20446,8.38E-05
20447,9.01E-05
20448,3.77E-05
20449,1.01E-05
20450,2.95E-05
20451,4.72E-05
20452,4.70E-05
20453,4.16E-05
20454,3.06E-05
20455,3.36E-05
20456,-4.22E-05
20457,-3.77E-05
20458,-4.04E-05
20459,-7.61E-05
20460,6.57E-05
20461,4.88E-05
20462,5.06E-05
20463,-3.54E-05
20464,2.33E-05
20465,3.04E-05
20466,4.41E-05
20467,2.91E-05
20468,2.09E-05
20469,7.85E-06
20470,2.40E-05
20471,2.93E-05
20472,1.86E-05
20473,3.11E-05
20474,4.85E-05
20475,4.40E-05
20476,7.92E-05
20477,7.56E-05
20478,4.32E-05
20479,1.98E-05
20480,2.66E-05
20481,4.29E-05
20482,3.98E-05
20483,2.85E-05
20484,4.07E-05
20485,-3.70E-05
20486,-4.83E-05
20487,-3.48E-05
20488,-4.58E-05
20489,-8.07E-05
20490,5.89E-05
20491,4.29E-05
20492,4.43E-05
20493,-3.38E-05
20494,3.25E-05
20495,3.98E-05
20496,5.47E-05
20497,3.55E-05
20498,1.23E-05
20499,1.62E-05
20500,1.86E-05
20501,3.55E-05
20502,2.38E-05
20503,3.25E-05
20504,4.94E-05
20505,3.70E-05
20506,-5.44E-05
20507,7.18E-05
20508,5.45E-05
20509,3.72E-05
20510,2.67E-05
20511,4.14E-05
20512,3.65E-05
20513,1.66E-05
20514,2.23E-05
20515,-5.08E-05
20516,-5.12E-05
20517,-2.98E-05
20518,-5.40E-05
20519,-8.73E-05
20520,5.06E-05
20521,3.38E-05
20522,3.54E-05
20523,-2.83E-05
20524,3.45E-05
20525,1.85E-05
20526,3.16E-05
20527,4.44E-05
20528,3.25E-05
20529,3.25E-05
20530,3.14E-05
20531,4.94E-05
20532,3.83E-05
20533,3.96E-05
20534,5.23E-05
20535,4.58E-05
20536,4.91E-05
20537,4.74E-05
20538,3.99E-05
20539,4.61E-05
20540,2.35E-05
20541,3.90E-05
20542,2.47E-05
20543,1.47E-05
20544,1.63E-05
20545,5.36E-05
20546,-4.99E-05
20547,-3.39E-05
20548,-6.73E-05
20549,-9.09E-05
20550,5.91E-05
20551,2.39E-05
20552,2.48E-05
20553,2.57E-05
20554,3.35E-05
20555,2.33E-05
20556,1.69E-05
20557,5.14E-05
20558,5.84E-05
20559,4.69E-05
20560,2.64E-05
20561,1.24E-05
20562,2.87E-05
20563,2.97E-05
20564,2.04E-05
20565,6.02E-05
20566,5.43E-05
20567,4.48E-05
20568,3.80E-05
20569,3.43E-05
20570,3.14E-05
20571,2.83E-05
20572,2.04E-05
20573,1.27E-05
20574,2.73E-05
20575,3.71E-05
20576,5.30E-05
20577,-4.42E-05
20578,-7.29E-05
20579,9.04E-05
20580,7.51E-05
20581,2.41E-05
20582,1.97E-05
20583,2.75E-05
20584,2.98E-05
20585,2.93E-05
20586,2.26E-05
20587,3.56E-05
20588,5.90E-05
20589,3.39E-05
20590,-0.00248398
20591,6.95E-06
20592,2.84E-05
20593,2.74E-05
20594,1.98E-05
20595,5.88E-05
20596,5.16E-05
20597,4.95E-05
20598,3.86E-05
20599,3.55E-05
20600,2.46E-05
20601,1.62E-05
20602,2.13E-05
20603,2.62E-05
20604,3.49E-05
20605,-5.75E-05
20606,-5.60E-05
20607,4.65E-05
20608,6.91E-05
20609,8.13E-05
20610,8.52E-05
20611,3.91E-05
20612,2.78E-05
20613,3.16E-05
20614,2.46E-05
20615,3.50E-05
20616,2.83E-05
20617,3.55E-05
20618,4.96E-05
20619,3.23E-05
20620,2.67E-06
20621,1.18E-05
20622,2.42E-05
20623,2.35E-05
20624,2.69E-05
20625,4.51E-05
20626,4.80E-05
20627,5.31E-05
20628,3.99E-05
20629,4.56E-05
20630,3.27E-05
20631,1.72E-05
20632,2.62E-05
20633,2.60E-05
20634,1.55E-05
20635,1.89E-05
20636,3.07E-05
20637,4.40E-05
20638,3.42E-05
20639,6.94E-05
20640,8.13E-05
20641,4.04E-05
20642,3.67E-05
20643,4.80E-05
20644,2.37E-05
20645,3.18E-05
20646,4.11E-05
20647,3.78E-05
20648,4.23E-05
20649,2.88E-05
20650,3.43E-06
20651,9.81E-06
20652,2.00E-05
20653,2.91E-05
20654,3.44E-05
20655,2.77E-05
20656,3.79E-05
20657,5.53E-05
20658,5.23E-05
20659,4.56E-05
20660,4.51E-05
20661,3.13E-05
20662,2.61E-05
20663,2.59E-05
20664,3.17E-05
20665,1.70E-05
20666,2.73E-05
20667,5.96E-05
20668,3.39E-05
20669,5.89E-05
20670,5.98E-05
20671,3.32E-05
20672,4.19E-05
20673,6.69E-05
20674,4.07E-05
20675,3.70E-05
20676,7.22E-05
20677,3.61E-05
20678,2.60E-05
20679,2.36E-05
20680,6.98E-06
20681,1.38E-05
20682,2.11E-05
20683,2.23E-05
20684,2.96E-05
20685,2.64E-05
20686,5.51E-05
20687,5.59E-05
20688,6.98E-05
20689,4.41E-05
20690,4.51E-05
20691,4.39E-05
20692,3.39E-05
20693,2.57E-05
20694,2.23E-05
20695,1.92E-05
20696,2.02E-05
20697,6.22E-05
20698,3.70E-05
20699,3.27E-05
20700,9.37E-06
20701,2.58E-05
20702,5.37E-05
20703,4.65E-05
20704,4.05E-05
20705,6.63E-05
20706,8.10E-05
20707,6.05E-05
20708,2.67E-05
20709,1.10E-05
20710,1.96E-05
20711,2.64E-05
20712,2.48E-05
20713,1.88E-05
20714,8.76E-06
20715,2.35E-05
20716,5.22E-05
20717,7.52E-05
20718,7.47E-05
20719,8.12E-05
20720,5.54E-05
20721,-2.65E-05
20722,4.51E-05
20723,3.40E-05
20724,5.47E-05
20725,5.41E-05
20726,-2.69E-05
20727,2.87E-05
20728,3.79E-05
20729,2.04E-05
20730,1.39E-05
20731,2.20E-05
20732,3.85E-05
20733,4.15E-05
20734,3.91E-05
20735,6.01E-05
20736,7.90E-05
20737,5.61E-05
20738,2.82E-05
20739,1.47E-05
20740,2.07E-05
20741,3.04E-05
20742,2.95E-05
20743,2.13E-05
20744,2.08E-05
20745,2.82E-05
20746,4.72E-05
20747,6.19E-05
20748,7.77E-05
20749,8.44E-05
20750,7.26E-05
20751,3.26E-05
20752,3.59E-05
20753,3.88E-05
20754,5.96E-05
20755,6.02E-05
20756,4.58E-05
20757,4.28E-05
20758,3.33E-05
20759,-1.99E-05
20760,1.85E-05
20761,-0.001626632
20762,2.74E-05
20763,3.37E-05
20764,3.41E-05
20765,5.18E-05
20766,6.37E-05
20767,5.30E-05
20768,4.23E-05
20769,2.05E-05
20770,2.94E-05
20771,3.00E-05
20772,5.17E-05
20773,3.35E-05
20774,2.26E-05
20775,2.40E-05
20776,5.11E-05
20777,6.01E-05
20778,6.01E-05
20779,7.37E-05
20780,7.59E-05
20781,-3.84E-05
20782,2.39E-05
20783,4.22E-05
20784,6.26E-05
20785,6.31E-05
20786,5.95E-05
20787,-5.60E-05
20788,-2.49E-05
20789,1.86E-05
20790,1.90E-05
20791,2.73E-06
20792,2.05E-05
20793,2.20E-05
20794,2.99E-05
20795,4.67E-05
20796,4.80E-05
20797,4.85E-05
20798,-2.80E-05
20799,-2.93E-05
20800,2.99E-05
20801,3.73E-05
20802,5.64E-05
20803,4.89E-05
20804,1.87E-05
20805,3.78E-05
20806,5.38E-05
20807,5.82E-05
20808,6.59E-05
20809,4.83E-05
20810,6.36E-05
20811,5.01E-05
20812,3.68E-05
20813,5.74E-05
20814,5.90E-05
20815,6.39E-05
20816,6.73E-05
20817,-5.42E-05
20818,-2.76E-05
20819,-2.53E-05
20820,1.13E-05
20821,-8.02E-06
20822,1.11E-05
20823,2.05E-05
20824,1.37E-05
20825,2.93E-05
20826,5.31E-05
20827,-3.08E-05
20828,-2.73E-05
20829,-2.98E-05
20830,-2.83E-05
20831,2.32E-05
20832,3.20E-05
20833,3.64E-05
20834,1.12E-05
20835,4.33E-05
20836,4.03E-05
20837,4.50E-05
20838,5.43E-05
20839,-4.97E-05
20840,6.52E-05
20841,-4.00E-05
20842,-3.81E-05
20843,5.11E-05
20844,6.15E-05
20845,7.23E-05
20846,4.84E-05
20847,3.69E-05
20848,3.04E-05
20849,2.87E-05
20850,1.83E-05
20851,2.25E-05
20852,1.31E-05
20853,3.35E-05
20854,8.12E-06
20855,1.69E-05
20856,-4.17E-05
20857,-3.05E-05
20858,-2.39E-05
20859,-2.88E-05
20860,-2.56E-05
20861,2.04E-05
20862,3.59E-05
20863,3.88E-05
20864,-0.00220285
20865,-3.31E-05
20866,-4.31E-05
20867,4.19E-05
20868,4.20E-05
20869,4.44E-05
20870,5.46E-05
20871,-4.76E-05
20872,-3.54E-05
20873,3.45E-05
20874,5.06E-05
20875,6.51E-05
20876,4.86E-05
20877,3.57E-05
20878,3.49E-05
20879,3.98E-05
20880,3.95E-05
20881,1.97E-05
20882,2.41E-05
20883,3.00E-05
20884,1.58E-05
20885,3.54E-05
20886,-3.80E-05
20887,-2.26E-05
20888,-2.21E-05
20889,-2.64E-05
20890,-1.80E-05
20891,1.65E-05
20892,0.006912628
20893,-5.02E-05
20894,-1.40E-05
20895,-4.33E-05
20896,-4.61E-05
20897,3.69E-05
20898,3.56E-05
20899,-3.28E-05
20900,6.59E-05
20901,8.83E-05
20902,-3.68E-05
20903,-3.16E-05
20904,-4.10E-05
20905,-3.88E-05
20906,-5.13E-05
20907,4.42E-05
20908,2.93E-05
20909,5.01E-05
20910,3.25E-05
20911,2.19E-05
20912,4.33E-05
20913,3.62E-05
20914,2.82E-05
20915,3.79E-05
20916,4.53E-05
20917,-2.06E-05
20918,-2.17E-05
20919,-2.01E-05
20920,-1.59E-05
20921,-0.00432484
20922,-4.54E-05
20923,6.00E-05
20924,3.48E-05
20925,-4.71E-05
20926,-4.05E-05
20927,-2.40E-05
20928,1.82E-05
20929,-4.11E-05
20930,6.81E-05
20931,7.67E-05
20932,4.32E-05
20933,-3.52E-05
20934,-3.89E-05
20935,-3.62E-05
20936,-4.53E-05
20937,-5.51E-05
20938,3.91E-05
20939,-2.64E-05
20940,-3.45E-05
20941,-3.45E-05
20942,4.90E-05
20943,5.13E-05
20944,3.81E-05
20945,3.62E-05
20946,3.38E-05
20947,1.85E-05
20948,1.87E-05
20949,1.38E-05
20950,1.29E-05
20951,9.73E-06
20952,4.26E-05
20953,6.64E-05
20954,5.85E-05
20955,5.72E-05
20956,5.12E-05
20957,-2.24E-05
20958,-2.56E-05
20959,5.61E-05
20960,5.80E-05
20961,5.41E-05
20962,4.55E-05
20963,4.68E-05
20964,-4.12E-05
20965,-3.80E-05
20966,-3.62E-05
20967,-4.77E-05
20968,3.79E-05
20969,1.82E-05
20970,2.98E-05
20971,-3.49E-05
20972,6.76E-05
20973,5.85E-05
20974,4.24E-05
20975,4.00E-05
20976,2.71E-05
20977,1.23E-05
20978,1.74E-05
20979,1.75E-05
20980,9.83E-06
20981,7.53E-06
20982,3.70E-05
20983,4.85E-05
20984,4.29E-05
20985,-4.61E-05
20986,5.56E-05
20987,2.36E-05
20988,-3.29E-05
20989,5.01E-05
20990,4.59E-05
20991,4.92E-05
20992,4.66E-05
20993,4.71E-05
20994,4.29E-05
20995,-2.51E-05
20996,-1.58E-05
20997,-3.43E-05
20998,3.89E-05
20999,-2.93E-05
21000,1.63E-05
21001,2.87E-05
21002,7.52E-05
21003,6.74E-05
21004,4.36E-05
21005,3.86E-05
21006,3.71E-05
21007,1.22E-05
21008,1.33E-05
21009,2.06E-05
21010,7.11E-06
21011,1.31E-05
21012,3.14E-05
21013,3.53E-05
21014,4.22E-05
21015,5.56E-05
21016,6.02E-05
21017,4.16E-05
21018,3.62E-05
21019,4.37E-05
21020,3.80E-05
21021,4.42E-05
21022,4.76E-05
21023,-4.23E-05
21024,-3.74E-05
21025,-2.39E-05
21026,1.38E-05
21027,-3.39E-05
21028,-4.34E-05
21029,-3.16E-05
21030,-2.86E-05
21031,2.81E-05
21032,6.48E-05
21033,6.89E-05
21034,4.60E-05
21035,4.03E-05
21036,4.59E-05
21037,1.27E-05
21038,1.21E-05
21039,1.90E-05
21040,9.83E-06
21041,1.48E-05
21042,2.39E-05
21043,2.94E-05
21044,3.60E-05
21045,5.74E-05
21046,6.22E-05
21047,5.03E-05
21048,-4.20E-05
21049,4.02E-05
21050,4.06E-05
21051,4.33E-05
21052,4.58E-05
21053,-3.74E-05
21054,-3.90E-05
21055,-2.65E-05
21056,1.31E-05
21057,2.90E-05
21058,-3.82E-05
21059,-3.62E-05
21060,-3.79E-05
21061,-3.54E-05
21062,5.04E-05
21063,5.93E-05
21064,5.67E-05
21065,5.16E-05
21066,3.86E-05
21067,3.19E-05
21068,2.49E-05
21069,2.77E-05
21070,2.12E-05
21071,2.30E-05
21072,2.04E-05
21073,1.23E-05
21074,4.20E-05
21075,4.49E-05
21076,6.69E-05
21077,5.27E-05
21078,4.31E-05
21079,3.38E-05
21080,2.70E-05
21081,3.01E-05
21082,4.30E-05
21083,3.95E-05
21084,-4.09E-05
21085,3.58E-05
21086,1.61E-05
21087,2.13E-05
21088,-3.60E-05
21089,4.56E-05
21090,4.06E-05
21091,3.47E-05
21092,3.24E-05
21093,5.20E-05
21094,6.37E-05
21095,6.26E-05
21096,3.44E-05
21097,3.97E-05
21098,3.39E-05
21099,2.47E-05
21100,3.41E-05
21101,1.86E-05
21102,7.20E-06
21103,3.40E-06
21104,2.72E-05
21105,3.91E-05
21106,6.23E-05
21107,6.65E-05
21108,4.68E-05
21109,3.04E-05
21110,1.60E-05
21111,1.87E-05
21112,2.40E-05
21113,3.81E-05
21114,-5.24E-05
21115,5.08E-05
21116,2.83E-05
21117,2.11E-05
21118,-3.84E-05
21119,3.85E-05
21120,4.62E-05
21121,4.32E-05
21122,-3.09E-05
21123,5.43E-05
21124,5.65E-05
21125,6.15E-05
21126,4.29E-05
21127,4.59E-05
21128,4.75E-05
21129,3.02E-05
21130,2.89E-05
21131,1.51E-05
21132,1.11E-05
21133,2.78E-06
21134,1.28E-05
21135,3.83E-05
21136,-6.67E-05
21137,6.90E-05
21138,5.06E-05
21139,2.68E-05
21140,1.37E-05
21141,2.90E-05
21142,1.45E-05
21143,2.52E-05
21144,6.42E-05
21145,6.13E-05
21146,4.87E-05
21147,2.67E-05
21148,4.80E-05
21149,4.68E-05
21150,5.48E-05
21151,4.06E-05
21152,-3.15E-05
21153,5.48E-05
21154,5.30E-05
21155,3.80E-05
21156,2.84E-05
21157,3.02E-05
21158,3.55E-05
21159,2.61E-05
21160,-2.12E-05
21161,1.16E-05
21162,6.77E-06
21163,2.37E-06
21164,2.71E-05
21165,-3.54E-05
21166,6.01E-05
21167,8.13E-05
21168,5.65E-05
21169,2.42E-05
21170,1.64E-05
21171,1.44E-05
21172,5.08E-06
21173,1.09E-05
21174,4.54E-05
21175,5.40E-05
21176,-6.99E-05
21177,-0.006827085
21178,4.40E-05
21179,-4.54E-05
21180,-5.31E-05
21181,-3.52E-05
21182,-3.00E-05
21183,-3.12E-05
21184,3.98E-05
21185,3.57E-05
21186,2.79E-05
21187,3.01E-05
21188,2.77E-05
21189,3.01E-05
21190,-2.27E-05
21191,1.17E-05
21192,4.86E-06
21193,2.30E-06
21194,-2.00E-05
21195,-4.24E-05
21196,5.40E-05
21197,6.66E-05
21198,-6.19E-05
21199,-2.79E-05
21200,2.28E-05
21201,2.08E-05
21202,9.92E-06
21203,1.04E-05
21204,4.23E-05
21205,5.18E-05
21206,8.16E-05
21207,5.73E-05
21208,4.75E-05
21209,-4.38E-05
21210,-5.39E-05
21211,4.51E-05
21212,-3.65E-05
21213,3.70E-05
21214,3.86E-05
21215,4.03E-05
21216,2.88E-05
21217,3.10E-05
21218,2.59E-05
21219,3.00E-05
21220,-2.89E-05
21221,8.87E-06
21222,6.10E-06
21223,3.33E-06
21224,1.93E-05
21225,3.50E-05
21226,5.15E-05
21227,-6.55E-05
21228,-6.36E-05
21229,-3.18E-05
21230,-1.18E-05
21231,1.93E-05
21232,1.69E-05
21233,2.24E-05
21234,-4.24E-05
21235,5.82E-05
21236,5.51E-05
21237,4.96E-05
21238,4.69E-05
21239,-4.57E-05
21240,-5.78E-05
21241,-4.93E-05
21242,-4.07E-05
21243,4.63E-05
21244,4.07E-05
21245,3.74E-05
21246,2.38E-05
21247,2.84E-05
21248,2.09E-05
21249,2.68E-05
21250,-3.54E-05
21251,5.44E-06
21252,1.62E-06
21253,3.98E-06
21254,2.83E-05
21255,3.28E-05
21256,6.10E-05
21257,5.98E-05
21258,-5.29E-05
21259,3.55E-05
21260,1.65E-05
21261,5.25E-06
21262,2.36E-05
21263,3.16E-05
21264,3.85E-05
21265,5.10E-05
21266,4.39E-05
21267,4.09E-05
21268,3.99E-05
21269,-4.00E-05
21270,-5.73E-05
21271,-6.29E-05
21272,-4.52E-05
21273,3.92E-05
21274,4.57E-05
21275,4.06E-05
21276,1.79E-05
21277,2.17E-05
21278,2.43E-05
21279,-2.30E-05
21280,-2.95E-05
21281,3.18E-05
21282,-1.87E-05
21283,-2.76E-05
21284,-1.29E-05
21285,-3.17E-05
21286,8.14E-05
21287,6.01E-05
21288,4.37E-05
21289,-4.22E-05
21290,2.22E-05
21291,1.08E-05
21292,2.93E-05
21293,3.58E-05
21294,2.96E-05
21295,3.87E-05
21296,4.77E-05
21297,2.98E-05
21298,2.13E-05
21299,3.24E-05
21300,3.72E-05
21301,-7.58E-05
21302,-5.77E-05
21303,2.61E-05
21304,4.36E-05
21305,4.91E-05
21306,-1.02E-05
21307,1.16E-05
21308,2.67E-05
21309,1.88E-05
21310,1.76E-05
21311,4.02E-05
21312,3.39E-05
21313,-3.76E-05
21314,1.69E-05
21315,3.71E-05
21316,8.80E-05
21317,6.92E-05
21318,6.11E-05
21319,3.09E-05
21320,3.02E-05
21321,3.69E-05
21322,1.98E-05
21323,3.29E-05
21324,3.26E-05
21325,3.28E-05
21326,5.10E-05
21327,3.19E-05
21328,3.54E-05
21329,3.87E-05
21330,3.40E-05
21331,-7.12E-05
21332,-5.15E-05
21333,3.01E-05
21334,4.28E-05
21335,4.12E-05
21336,-1.06E-05
21337,-2.87E-06
21338,1.16E-05
21339,9.87E-06
21340,2.37E-05
21341,3.14E-05
21342,3.12E-05
21343,3.10E-05
21344,3.65E-05
21345,3.92E-05
21346,6.41E-05
21347,9.02E-05
21348,4.63E-05
21349,2.49E-05
21350,3.79E-05
21351,3.41E-05
21352,1.89E-05
21353,1.98E-05
